AeroDyn airfoil file Created with QBlade v0.963 64bit on 02.02.2021 at 23:09:47 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0 360 V" on Foil "T1_Re0.100_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
14.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.86          Angle of attack for zero Cn for linear Cn curve (deg)
4.42821        Cn slope for zero lift for linear Cn curve (1/rad)
-0.1250        Cn at stall value for positive angle of attack for linear Cn curve
-0.4134        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0190         Minimum CD value
   -180.00    0.0000    0.0000
   -179.00    0.0314    0.0005
   -178.00    0.0628    0.0022
   -177.00    0.0940    0.0049
   -176.00    0.1252    0.0088
   -175.00    0.1562    0.0137
   -174.00    0.1871    0.0197
   -173.00    0.2177    0.0267
   -172.00    0.2480    0.0349
   -171.00    0.2780    0.0440
   -170.00    0.3077    0.0543
   -169.00    0.3370    0.0655
   -168.00    0.3660    0.0778
   -167.00    0.3944    0.0911
   -166.00    0.4224    0.1053
   -165.00    0.4499    0.1206
   -164.00    0.4768    0.1368
   -163.00    0.5031    0.1539
   -162.00    0.5288    0.1719
   -161.00    0.5539    0.1908
   -160.00    0.5783    0.2106
   -159.00    0.6020    0.2312
   -158.00    0.6250    0.2526
   -157.00    0.6472    0.2748
   -156.00    0.6686    0.2978
   -155.00    0.6892    0.3215
   -154.00    0.7090    0.3459
   -153.00    0.7279    0.3710
   -152.00    0.7459    0.3967
   -151.00    0.7630    0.4231
   -150.00    0.7792    0.4500
   -149.00    0.7944    0.4775
   -148.00    0.8087    0.5055
   -147.00    0.8219    0.5339
   -146.00    0.8342    0.5629
   -145.00    0.8455    0.5922
   -144.00    0.8557    0.6219
   -143.00    0.8649    0.6519
   -142.00    0.8730    0.6823
   -141.00    0.8801    0.7129
   -140.00    0.8861    0.7437
   -139.00    0.8910    0.7747
   -138.00    0.8948    0.8059
   -137.00    0.8975    0.8372
   -136.00    0.8992    0.8686
   -135.00    0.8997    0.9000
   -134.00    0.8992    0.9314
   -133.00    0.8975    0.9628
   -132.00    0.8948    0.9941
   -131.00    0.8910    1.0253
   -130.00    0.8861    1.0563
   -129.00    0.8801    1.0871
   -128.00    0.8730    1.1177
   -127.00    0.8649    1.1481
   -126.00    0.8557    1.1781
   -125.00    0.8455    1.2078
   -124.00    0.8342    1.2371
   -123.00    0.8219    1.2661
   -122.00    0.8087    1.2945
   -121.00    0.7944    1.3225
   -120.00    0.7792    1.3500
   -119.00    0.7630    1.3769
   -118.00    0.7459    1.4033
   -117.00    0.7279    1.4290
   -116.00    0.7090    1.4541
   -115.00    0.6892    1.4785
   -114.00    0.6686    1.5022
   -113.00    0.6472    1.5252
   -112.00    0.6250    1.5474
   -111.00    0.6020    1.5688
   -110.00    0.5783    1.5894
   -109.00    0.5539    1.6092
   -108.00    0.5288    1.6281
   -107.00    0.5031    1.6461
   -106.00    0.4768    1.6632
   -105.00    0.4499    1.6794
   -104.00    0.4224    1.6947
   -103.00    0.3944    1.7089
   -102.00    0.3660    1.7222
   -101.00    0.3370    1.7345
   -100.00    0.3077    1.7457
    -99.00    0.2780    1.7560
    -98.00    0.2480    1.7651
    -97.00    0.2177    1.7733
    -96.00    0.1871    1.7803
    -95.00    0.1562    1.7863
    -94.00    0.1252    1.7912
    -93.00    0.0940    1.7951
    -92.00    0.0628    1.7978
    -91.00    0.0314    1.7995
    -90.00   -0.0000    1.8000
    -89.00   -0.0314    1.8004
    -88.00   -0.0628    1.7998
    -87.00   -0.0940    1.7980
    -86.00   -0.1252    1.7952
    -85.00   -0.1561    1.7913
    -84.00   -0.1869    1.7862
    -83.00   -0.2174    1.7802
    -82.00   -0.2477    1.7730
    -81.00   -0.2776    1.7648
    -80.00   -0.3072    1.7556
    -79.00   -0.3364    1.7453
    -78.00   -0.3652    1.7340
    -77.00   -0.3935    1.7216
    -76.00   -0.4214    1.7083
    -75.00   -0.4487    1.6941
    -74.00   -0.4754    1.6788
    -73.00   -0.5016    1.6627
    -72.00   -0.5271    1.6456
    -71.00   -0.5520    1.6276
    -70.00   -0.5761    1.6088
    -69.00   -0.5996    1.5891
    -68.00   -0.6223    1.5686
    -67.00   -0.6442    1.5473
    -66.00   -0.6654    1.5252
    -65.00   -0.6857    1.5024
    -64.00   -0.7051    1.4789
    -63.00   -0.7237    1.4547
    -62.00   -0.7414    1.4298
    -61.00   -0.7581    1.4044
    -60.00   -0.7739    1.3783
    -59.00   -0.7887    1.3517
    -58.00   -0.8026    1.3245
    -57.00   -0.8154    1.2969
    -56.00   -0.8273    1.2688
    -55.00   -0.8380    1.2403
    -54.00   -0.8478    1.2114
    -53.00   -0.8565    1.1821
    -52.00   -0.8641    1.1526
    -51.00   -0.8706    1.1227
    -50.00   -0.8760    1.0927
    -49.00   -0.8803    1.0624
    -48.00   -0.8835    1.0319
    -47.00   -0.8856    1.0014
    -46.00   -0.8866    0.9707
    -45.00   -0.8865    0.9400
    -44.00   -0.8852    0.9093
    -43.00   -0.8828    0.8786
    -42.00   -0.8793    0.8480
    -41.00   -0.8746    0.8175
    -40.00   -0.8689    0.7871
    -39.00   -0.8620    0.7569
    -38.00   -0.8540    0.7269
    -37.00   -0.8449    0.6971
    -36.00   -0.8347    0.6677
    -35.00   -0.8234    0.6385
    -34.00   -0.8110    0.6098
    -33.00   -0.7975    0.5814
    -32.00   -0.7830    0.5535
    -31.00   -0.7674    0.5260
    -30.00   -0.7507    0.4990
    -29.00   -0.7331    0.4726
    -28.00   -0.7144    0.4467
    -27.00   -0.6947    0.4214
    -26.00   -0.6740    0.3968
    -25.00   -0.6523    0.3728
    -24.00   -0.6296    0.3495
    -23.00   -0.6059    0.3269
    -22.00   -0.5813    0.3051
    -21.00   -0.5557    0.2840
    -20.00   -0.5291    0.2637
    -19.00   -0.5016    0.2443
    -18.00   -0.4730    0.2257
    -17.00   -0.4435    0.2080
    -16.00   -0.4128    0.1912
    -15.00   -0.3811    0.1752
    -14.00   -0.3481    0.1603
    -13.00   -0.3138    0.1462
    -12.00   -0.2781    0.1332
    -11.00   -0.2406    0.1211
    -10.00   -0.2010    0.1100
