AeroDyn airfoil file Created with QBlade v0.963 64bit on 02.02.2021 at 23:09:47 Compatible with AeroDyn v13.0.
Polar "T1_Re0.080_M0.00_N9.0 360 V" on Foil "T1_Re0.080_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.37          Angle of attack for zero Cn for linear Cn curve (deg)
5.05827        Cn slope for zero lift for linear Cn curve (1/rad)
-0.1356        Cn at stall value for positive angle of attack for linear Cn curve
-0.4016        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0206         Minimum CD value
   -180.00    0.0000    0.0000
   -179.00    0.0314    0.0005
   -178.00    0.0628    0.0022
   -177.00    0.0940    0.0049
   -176.00    0.1252    0.0088
   -175.00    0.1562    0.0137
   -174.00    0.1871    0.0197
   -173.00    0.2177    0.0267
   -172.00    0.2480    0.0349
   -171.00    0.2780    0.0440
   -170.00    0.3077    0.0543
   -169.00    0.3370    0.0655
   -168.00    0.3660    0.0778
   -167.00    0.3944    0.0911
   -166.00    0.4224    0.1053
   -165.00    0.4499    0.1206
   -164.00    0.4768    0.1368
   -163.00    0.5031    0.1539
   -162.00    0.5288    0.1719
   -161.00    0.5539    0.1908
   -160.00    0.5783    0.2106
   -159.00    0.6020    0.2312
   -158.00    0.6250    0.2526
   -157.00    0.6472    0.2748
   -156.00    0.6686    0.2978
   -155.00    0.6892    0.3215
   -154.00    0.7090    0.3459
   -153.00    0.7279    0.3710
   -152.00    0.7459    0.3967
   -151.00    0.7630    0.4231
   -150.00    0.7792    0.4500
   -149.00    0.7944    0.4775
   -148.00    0.8087    0.5055
   -147.00    0.8219    0.5339
   -146.00    0.8342    0.5629
   -145.00    0.8455    0.5922
   -144.00    0.8557    0.6219
   -143.00    0.8649    0.6519
   -142.00    0.8730    0.6823
   -141.00    0.8801    0.7129
   -140.00    0.8861    0.7437
   -139.00    0.8910    0.7747
   -138.00    0.8948    0.8059
   -137.00    0.8975    0.8372
   -136.00    0.8992    0.8686
   -135.00    0.8997    0.9000
   -134.00    0.8992    0.9314
   -133.00    0.8975    0.9628
   -132.00    0.8948    0.9941
   -131.00    0.8910    1.0253
   -130.00    0.8861    1.0563
   -129.00    0.8801    1.0871
   -128.00    0.8730    1.1177
   -127.00    0.8649    1.1481
   -126.00    0.8557    1.1781
   -125.00    0.8455    1.2078
   -124.00    0.8342    1.2371
   -123.00    0.8219    1.2661
   -122.00    0.8087    1.2945
   -121.00    0.7944    1.3225
   -120.00    0.7792    1.3500
   -119.00    0.7630    1.3769
   -118.00    0.7459    1.4033
   -117.00    0.7279    1.4290
   -116.00    0.7090    1.4541
   -115.00    0.6892    1.4785
   -114.00    0.6686    1.5022
   -113.00    0.6472    1.5252
   -112.00    0.6250    1.5474
   -111.00    0.6020    1.5688
   -110.00    0.5783    1.5894
   -109.00    0.5539    1.6092
   -108.00    0.5288    1.6281
   -107.00    0.5031    1.6461
   -106.00    0.4768    1.6632
   -105.00    0.4499    1.6794
   -104.00    0.4224    1.6947
   -103.00    0.3944    1.7089
   -102.00    0.3660    1.7222
   -101.00    0.3370    1.7345
   -100.00    0.3077    1.7457
    -99.00    0.2780    1.7560
    -98.00    0.2480    1.7651
    -97.00    0.2177    1.7733
    -96.00    0.1871    1.7803
    -95.00    0.1562    1.7863
    -94.00    0.1252    1.7912
    -93.00    0.0940    1.7951
    -92.00    0.0628    1.7978
    -91.00    0.0314    1.7995
    -90.00   -0.0000    1.8000
    -89.00   -0.0314    1.8005
    -88.00   -0.0628    1.8000
    -87.00   -0.0940    1.7984
    -86.00   -0.1252    1.7956
    -85.00   -0.1562    1.7918
    -84.00   -0.1870    1.7869
    -83.00   -0.2175    1.7809
    -82.00   -0.2478    1.7739
    -81.00   -0.2778    1.7658
    -80.00   -0.3074    1.7566
    -79.00   -0.3367    1.7464
    -78.00   -0.3655    1.7352
    -77.00   -0.3939    1.7230
    -76.00   -0.4217    1.7098
    -75.00   -0.4491    1.6957
    -74.00   -0.4759    1.6805
    -73.00   -0.5021    1.6645
    -72.00   -0.5277    1.6475
    -71.00   -0.5527    1.6296
    -70.00   -0.5769    1.6109
    -69.00   -0.6004    1.5913
    -68.00   -0.6232    1.5709
    -67.00   -0.6453    1.5497
    -66.00   -0.6665    1.5277
    -65.00   -0.6869    1.5050
    -64.00   -0.7065    1.4816
    -63.00   -0.7251    1.4575
    -62.00   -0.7429    1.4327
    -61.00   -0.7598    1.4073
    -60.00   -0.7757    1.3814
    -59.00   -0.7907    1.3548
    -58.00   -0.8047    1.3278
    -57.00   -0.8176    1.3002
    -56.00   -0.8296    1.2722
    -55.00   -0.8406    1.2438
    -54.00   -0.8505    1.2150
    -53.00   -0.8593    1.1858
    -52.00   -0.8671    1.1563
    -51.00   -0.8738    1.1266
    -50.00   -0.8794    1.0966
    -49.00   -0.8839    1.0664
    -48.00   -0.8873    1.0360
    -47.00   -0.8896    1.0056
    -46.00   -0.8908    0.9750
    -45.00   -0.8909    0.9444
    -44.00   -0.8899    0.9137
    -43.00   -0.8877    0.8831
    -42.00   -0.8845    0.8525
    -41.00   -0.8801    0.8221
    -40.00   -0.8746    0.7918
    -39.00   -0.8680    0.7616
    -38.00   -0.8603    0.7317
    -37.00   -0.8515    0.7020
    -36.00   -0.8416    0.6726
    -35.00   -0.8307    0.6436
    -34.00   -0.8187    0.6149
    -33.00   -0.8056    0.5865
    -32.00   -0.7915    0.5587
    -31.00   -0.7763    0.5312
    -30.00   -0.7601    0.5043
    -29.00   -0.7429    0.4779
    -28.00   -0.7248    0.4521
    -27.00   -0.7056    0.4269
    -26.00   -0.6855    0.4023
    -25.00   -0.6644    0.3783
    -24.00   -0.6424    0.3551
    -23.00   -0.6195    0.3325
    -22.00   -0.5957    0.3108
    -21.00   -0.5709    0.2897
    -20.00   -0.5453    0.2695
    -19.00   -0.5188    0.2501
    -18.00   -0.4914    0.2315
    -17.00   -0.4630    0.2139
    -16.00   -0.4338    0.1971
    -15.00   -0.4036    0.1812
    -14.00   -0.3725    0.1662
    -13.00   -0.3402    0.1522
    -12.00   -0.3069    0.1392
    -11.00   -0.2722    0.1271
    -10.00   -0.2360    0.1161
